index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
19,53823元/平米,松柏华庭,163.5平米,4室2厅2卫,880万,南北,高层,简装修
20,42593元/平米,槟榔西里,54平米,2室1厅1卫,230万,南北,高层,简装修
21,72029元/平米,海峡国际社区二期,166.6平米,3室2厅2卫,1200万,南北,低层,精装修
22,53704元/平米,嘉华大厦,108平米,2室2厅2卫,580万,西南,高层,精装修
23,59333元/平米,厦门千禧园,150平米,4室2厅2卫,890万,南北,高层,精装修
24,61594元/平米,万科金域蓝湾,138平米,4室2厅3卫,850万,南北,中层,中装修
25,60282元/平米,米兰春天,265.42平米,5室3厅3卫,1600万,南北,高层,中装修
26,48511元/平米,共和大厦,47平米,2室1厅1卫,228万,北,中层,精装修
27,32867元/平米,宝龙中心,143平米,3室2厅2卫,470万,南北,中层,简装修
28,42562元/平米,瑞景新村,148.02平米,3室2厅2卫,630万,南北,低层,简装修
29,43542元/平米,前埔北区二里,96平米,3室2厅1卫,418万,南北,中层,中装修
30,51325元/平米,东坪花园,83平米,3室2厅1卫,426万,南北,中层,精装修
31,75325元/平米,皇家御城,154平米,4室2厅2卫,1160万,南北,低层,简装修
32,46477元/平米,御景苑,146.31平米,3室2厅2卫,680万,南北,中层,中装修
33,62968元/平米,海峡国际天璟,134.99平米,3室2厅2卫,850万,东南,低层,豪华装修
34,58904元/平米,万寿新城,73平米,2室2厅1卫,430万,南北,高层,精装修
35,45039元/平米,文兴东一里,68.83平米,2室1厅1卫,310万,南北,高层,简装修
36,83199元/平米,信和中央广场,123.8平米,3室2厅2卫,1030万,南北,高层,精装修
37,71429元/平米,海峡国际社区,161平米,3室2厅2卫,1150万,东,高层,暂无
38,84871元/平米,海峡国际社区,271平米,4室2厅3卫,2300万,东,高层,暂无
39,52374元/平米,怡祥大厦,139平米,4室2厅2卫,728万,南,低层,简装修
40,41782元/平米,龙盛花园,101平米,3室2厅2卫,422万,东西,中层,简装修
41,109523元/平米,新景七星公馆,167.91平米,4室2厅2卫,1839万,南北,高层,豪华装修
42,83473元/平米,珍珠湾花园别墅,357平米,6室2厅4卫,2980万,北,低层,毛坯
43,35656元/平米,古楼北里,159.3平米,5室3厅4卫,568万,南北,高层,豪华装修
44,80106元/平米,蓝湾国际,146.68平米,3室2厅2卫,1175万,南,高层,简装修
45,49479元/平米,厦门国际文化大厦,96平米,3室2厅2卫,475万,南北,高层,简装修
46,71157元/平米,东方明珠广场,123.67平米,4室2厅5卫,880万,南北,中层,精装修
47,44643元/平米,侨福城,78.4平米,2室2厅1卫,350万,南北,高层,精装修
48,48996元/平米,云顶至尊,279平米,4室2厅4卫,1367万,南北,中层,简装修
49,57143元/平米,水岸筼筜,161平米,3室2厅2卫,920万,南北,中层,精装修
50,33750元/平米,岳阳西里,80平米,3室2厅1卫,270万,南北,低层,简装修
51,100753元/平米,源昌新天地,168.73平米,5室2厅6卫,1700万,南北,高层,毛坯
52,80679元/平米,海峡国际天璟,94.2平米,2室2厅1卫,760万,南,高层,精装修
53,109459元/平米,新景七星公馆,168.1平米,3室2厅2卫,1840万,南,高层,豪华装修
54,68731元/平米,宏辉大厦,138.22平米,3室2厅2卫,950万,东北,高层,简装修
55,44519元/平米,福津大街,89.4平米,3室1厅1卫,398万,北,低层,简装修
56,80281元/平米,巴厘香墅,448.3平米,5室3厅2卫,3599万,南,低层,中装修
57,69731元/平米,鲁能领秀城,193.6平米,5室2厅3卫,1350万,南北,高层,豪华装修
58,45833元/平米,一代风华,33.6平米,1室1厅1卫,154万,南,低层,简装修
59,41409元/平米,槟榔花园,80.9平米,2室2厅1卫,335万,南北,低层,简装修
0,56452元/平米,万寿新城,74.4平米,3室2厅1卫,420万,南北,中层,简装修
1,48132元/平米,侨福城二期,91平米,2室2厅1卫,438万,南北,低层,精装修
2,43192元/平米,国贸新城,87.98平米,2室2厅1卫,380万,南北,中层,简装修
3,42351元/平米,卧龙晓城,136.95平米,3室2厅2卫,580万,南北,低层,中装修
4,64545元/平米,禹洲华侨海景城,55平米,1室1厅1卫,355万,南,高层,精装修
5,50110元/平米,建达花园,63.46平米,2室1厅1卫,318万,西北,中层,精装修
6,53793元/平米,鹭江新城四期,87平米,2室2厅1卫,468万,南北,低层,简装修
7,85253元/平米,海峡国际社区,457.46平米,5室2厅3卫,3900万,东,高层,暂无
8,65421元/平米,信和中央广场,53.5平米,2室1厅1卫,350万,西北,低层,精装修
9,108000元/平米,新景七星公馆,170平米,3室2厅1卫,1836万,南北,中层,毛坯
10,59058元/平米,厦门千禧园,150.7平米,4室2厅2卫,890万,南北,高层,精装修
11,99873元/平米,国贸春天,330.42平米,6室3厅5卫,3300万,南北,高层,毛坯
12,77369元/平米,汇丰家园,155.1平米,4室2厅2卫,1200万,南北,中层,精装修
13,55887元/平米,新乐大厦,141平米,4室2厅2卫,788万,南北,中层,中装修
14,43902元/平米,潇湘大厦,61.5平米,2室1厅1卫,270万,南北,高层,简装修
15,36939元/平米,金鸡亭花园小区,75.8平米,2室1厅1卫,280万,南北,高层,中装修
16,62574元/平米,鲁能领秀城,167.8平米,3室2厅2卫,1050万,东南,中层,精装修
17,47376元/平米,龙翔花园,141平米,3室2厅2卫,668万,东,中层,暂无
18,41722元/平米,古楼北里,68.31平米,2室1厅1卫,285万,南北,高层,中装修
19,75305元/平米,海峡国际社区四期,154.04平米,3室2厅2卫,1160万,南北,中层,精装修
20,68132元/平米,海峡国际天璟,91平米,暂无,620万,南北,低层,中装修
21,47609元/平米,福满山庄,140.73平米,3室2厅2卫,670万,南北,高层,简装修
22,46774元/平米,华林金磊花园,93平米,3室2厅1卫,435万,南北,低层,中装修
23,53288元/平米,民族路造船厂宿舍,153.88平米,3室2厅2卫,820万,南北,中层,简装修
24,103286元/平米,海峡国际社区三期,213平米,4室2厅3卫,2200万,东南,高层,精装修
25,51905元/平米,建达花园,63平米,2室1厅1卫,327万,南,中层,简装修
26,68626元/平米,瑞景公园,131平米,3室2厅2卫,899万,南北,低层,精装修
0,50588元/平米,华林绿景花园,51平米,1室1厅1卫,258万,南北,中层,中装修
1,43048元/平米,仙岳海景大厦,139.38平米,3室2厅2卫,600万,西北,中层,简装修
2,49381元/平米,中信广场B幢,113平米,3室2厅2卫,558万,西,中层,精装修
3,56000元/平米,城市花园,75平米,3室2厅1卫,420万,东南,高层,中装修
4,67370元/平米,禾丰新景,61.6平米,2室2厅1卫,415万,南北,低层,精装修
5,47689元/平米,惠祥花园,115.33平米,3室2厅2卫,550万,南北,高层,中装修
6,43622元/平米,古楼北里,66.48平米,2室2厅1卫,290万,南北,高层,中装修
7,77151元/平米,亿力音乐花园,168.5平米,4室2厅3卫,1300万,南北,中层,精装修
8,66929元/平米,华侨海景城二期,152.4平米,4室2厅2卫,1020万,南北,低层,精装修
9,73440元/平米,禹洲碧山临海,125平米,3室2厅2卫,918万,南,高层,精装修
10,40574元/平米,思明南路278,64.08平米,2室1厅1卫,260万,南北,高层,简装修
0,56324元/平米,润泽园,141.68平米,3室2厅2卫,798万,南北,高层,简装修
1,52527元/平米,复兴世纪,91平米,1室3厅2卫,478万,东南,中层,精装修
2,46478元/平米,锦绣广场,137.7平米,4室2厅2卫,640万,东南,高层,中装修
3,50472元/平米,翡翠城,150.58平米,4室2厅2卫,760万,南北,低层,中装修
4,56566元/平米,鹭江新城三期,99平米,3室2厅1卫,560万,南,低层,精装修
5,70047元/平米,香港时代广场,134.91平米,3室2厅2卫,945万,南,中层,精装修
6,47945元/平米,光华大厦,146平米,3室2厅2卫,700万,东南,中层,精装修
7,45039元/平米,文兴东一里,68.83平米,2室1厅1卫,310万,南北,高层,简装修
8,37143元/平米,仙阁里,70平米,2室2厅1卫,260万,东西,中层,简装修
9,56245元/平米,润泽园,141.88平米,3室2厅2卫,798万,南北,高层,简装修
10,47416元/平米,思明苑,49.14平米,2室1厅1卫,233万,南北,中层,简装修
11,69828元/平米,恒滨名宫,65.16平米,2室2厅1卫,455万,南北,高层,精装修
12,54175元/平米,大正大厦,103平米,3室2厅1卫,558万,东南,高层,中装修
13,47746元/平米,建发花园三期,130.9平米,4室2厅2卫,625万,东北,低层,简装修
14,41860元/平米,古楼北里,86平米,3室2厅1卫,360万,南北,中层,简装修
15,47689元/平米,惠祥花园,115.33平米,3室2厅2卫,550万,南北,高层,中装修
16,40074元/平米,民族路造船厂宿舍,64.88平米,2室1厅1卫,260万,南北,高层,简装修
17,67391元/平米,大同路392号,46平米,1室2厅1卫,310万,南,中层,精装修
18,73953元/平米,金峰山庄,215平米,6室3厅4卫,1590万,南北,低层,简装修
19,42169元/平米,海燕新村,83平米,2室2厅1卫,350万,南北,低层,简装修
20,45882元/平米,玫瑰园,85平米,2室2厅1卫,390万,东西,高层,简装修
21,40820元/平米,新港龙花园,122平米,3室2厅2卫,498万,南北,低层,中装修
22,59729元/平米,云顶至尊,264.53平米,4室3厅4卫,1580万,南北,高层,毛坯
23,138037元/平米,松柏别墅,326平米,6室3厅4卫,4500万,北,低层,简装修
24,65789元/平米,银聚祥邸,532平米,5室3厅4卫,3500万,东南,中层,精装修
25,94105元/平米,山水芳邻,265.66平米,5室3厅4卫,2500万,南北,高层,中装修
26,48163元/平米,建群雅苑,89.28平米,2室2厅2卫,430万,南北,高层,简装修
27,52547元/平米,富山花园,68.51平米,2室1厅1卫,360万,南北,高层,简装修
28,109459元/平米,新景七星公馆,168.1平米,3室2厅2卫,1840万,南,高层,豪华装修
29,55236元/平米,鹭江新城四期,86.9平米,2室2厅1卫,480万,东,低层,暂无
30,44071元/平米,前埔北区一里,97.57平米,3室2厅1卫,430万,南北,高层,中装修
31,50000元/平米,凤凰山庄,93平米,3室2厅2卫,465万,南北,高层,简装修
32,53289元/平米,禾祥商城,152平米,4室2厅2卫,810万,南北,中层,简装修
33,51356元/平米,万寿新城,62.31平米,2室1厅1卫,320万,南北,中层,简装修
34,46491元/平米,电台山小区,57平米,2室1厅1卫,265万,南北,高层,精装修
35,80064元/平米,文园春晓,162.37平米,4室2厅2卫,1300万,南北,中层,精装修
36,45556元/平米,凤凰山庄,144平米,4室2厅2卫,656万,南北,中层,简装修
37,75161元/平米,亿力音乐花园,124.4平米,3室2厅2卫,935万,南北,中层,中装修
38,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
39,38745元/平米,香江花园,146.6平米,4室2厅2卫,568万,西南,低层,豪华装修
40,52778元/平米,振兴新村,54平米,2室1厅1卫,285万,南北,低层,中装修
41,66972元/平米,海峡国际天璟,109平米,3室2厅1卫,730万,西南,中层,豪华装修
42,50721元/平米,玉成豪园,131.7平米,3室2厅2卫,668万,南北,低层,精装修
43,70451元/平米,联发滨海名居,98.65平米,2室1厅2卫,695万,南,高层,精装修
44,55758元/平米,华尔顿1275,231平米,4室2厅3卫,1288万,南北,中层,毛坯
45,47763元/平米,宝龙中心,72.86平米,2室2厅1卫,348万,西北,高层,简装修
46,41804元/平米,福星商业中心,109.56平米,3室2厅2卫,458万,南北,中层,毛坯
47,83707元/平米,特房尊府,185.17平米,4室2厅2卫,1550万,南北,高层,毛坯
48,55742元/平米,中山路名汇广场,44.67平米,1室1厅1卫,249万,西南,中层,精装修
49,67204元/平米,南湖中祥大厦,186平米,4室2厅2卫,1250万,南北,低层,简装修
50,55767元/平米,海湾新城,168.2平米,4室2厅2卫,938万,东南,低层,精装修
51,92683元/平米,台湾山庄福德堡别墅,410平米,8室3厅1卫,3800万,东,低层,毛坯
52,78079元/平米,瑞景公园,202.36平米,6室3厅4卫,1580万,南北,中层,精装修
53,60000元/平米,陶然北岸,150平米,3室2厅2卫,900万,东北,低层,中装修
54,52109元/平米,莲岳里,80.6平米,3室1厅1卫,420万,南北,中层,精装修
55,68344元/平米,瑞景公园,131.54平米,3室2厅2卫,899万,南北,低层,中装修
56,39091元/平米,莲坂村,66平米,3室2厅1卫,258万,南,中层,豪华装修
57,65421元/平米,信和中央广场,53.5平米,2室1厅1卫,350万,西北,低层,精装修
58,75511元/平米,汇丰家园,38.14平米,1室1厅1卫,288万,南,中层,简装修
59,50730元/平米,嘉成花园,128.13平米,3室2厅2卫,650万,西北,中层,中装修
0,64815元/平米,恒达大厦,27平米,暂无,175万,南,低层,简装修
1,39487元/平米,仙阁里,78平米,3室2厅1卫,308万,南北,低层,简装修
2,65342元/平米,南湖明珠,191.3平米,3室2厅2卫,1250万,南北,高层,精装修
3,39790元/平米,莲富大厦,152.3平米,5室2厅3卫,606万,南北,高层,精装修
4,52174元/平米,家家海景,92平米,3室2厅2卫,480万,南,高层,简装修
5,51325元/平米,东坪花园,83平米,3室2厅1卫,426万,南北,中层,精装修
6,36739元/平米,流芳里,92平米,3室1厅1卫,338万,南北,低层,简装修
7,55630元/平米,永升丽景,149.2平米,3室2厅2卫,830万,东,低层,暂无
8,78452元/平米,山景叠院,155.51平米,4室2厅2卫,1220万,东,低层,精装修
9,56006元/平米,禾祥商城,128.2平米,3室2厅2卫,718万,南北,高层,简装修
10,69759元/平米,国贸春天,200.69平米,4室2厅3卫,1400万,南北,中层,简装修
11,44634元/平米,祥云公寓,147.87平米,3室2厅1卫,660万,南北,高层,精装修
12,68506元/平米,瑞景公园,154平米,4室2厅2卫,1055万,南北,中层,精装修
13,52778元/平米,振兴新村,54平米,2室1厅1卫,285万,南北,低层,中装修
14,40822元/平米,育青路教卫大院,73平米,3室1厅1卫,298万,南北,中层,简装修
15,54576元/平米,至尊门第,238.2平米,5室2厅3卫,1300万,南北,高层,毛坯
16,47874元/平米,富山名士园,127平米,3室2厅2卫,608万,南北,高层,中装修
17,57228元/平米,虎园路财政宿舍,167.4平米,4室2厅2卫,958万,南北,高层,简装修
18,35625元/平米,园林宿舍,80平米,3室2厅1卫,285万,南北,中层,精装修
19,69671元/平米,源昌国际城二期,163.34平米,4室2厅2卫,1138万,南北,高层,精装修
20,68971元/平米,海峡国际天璟,136平米,3室2厅2卫,938万,南北,高层,豪华装修
21,49750元/平米,城市花园,80平米,2室2厅1卫,398万,东南,中层,简装修
22,50920元/平米,海豚湾小区,163平米,3室2厅3卫,830万,南北,高层,豪华装修
23,52549元/平米,新莲花新龙山花园,127.5平米,3室2厅2卫,670万,南北,中层,中装修
24,79681元/平米,领秀中山,175.7平米,3室2厅2卫,1400万,南北,中层,简装修
25,40711元/平米,嘉禾花园,135.1平米,3室2厅2卫,550万,南北,中层,简装修
26,88737元/平米,海峡国际社区三期,293平米,5室2厅3卫,2600万,东西,中层,豪华装修
27,33019元/平米,东芳花园,106平米,3室2厅2卫,350万,南北,高层,精装修
28,52481元/平米,墩仔家园,133平米,4室2厅2卫,698万,南北,中层,豪华装修
29,56566元/平米,鹭江新城三期,99平米,3室2厅1卫,560万,南,低层,精装修
30,41192元/平米,嘉莲大厦,149.3平米,3室2厅2卫,615万,西北,中层,中装修
31,92354元/平米,台湾山庄福德堡别墅,412平米,8室3厅5卫,3805万,南,低层,毛坯
32,78071元/平米,海峡国际社区,160.11平米,3室2厅2卫,1250万,南北,高层,精装修
33,52783元/平米,假日万寿公寓,87.15平米,3室2厅2卫,460万,南北,低层,精装修
34,109523元/平米,新景七星公馆,167.91平米,4室2厅2卫,1839万,东,高层,暂无
35,68506元/平米,瑞景公园,154平米,4室2厅2卫,1055万,南北,中层,精装修
36,45067元/平米,金庭花园,75平米,2室2厅1卫,338万,西南,低层,精装修
37,40329元/平米,莲花广场,121.5平米,3室2厅2卫,490万,南北,中层,简装修
38,44025元/平米,明发园,127.2平米,4室2厅2卫,560万,南北,高层,简装修
39,55118元/平米,凌志大厦,127平米,3室2厅2卫,700万,东南,高层,简装修
40,69697元/平米,老虎城,33平米,1室1厅1卫,230万,南,高层,简装修
41,36733元/平米,厦港新村,56.08平米,1室1厅1卫,206万,南北,低层,简装修
42,50000元/平米,万寿万景公寓,82.8平米,3室2厅1卫,414万,南北,中层,中装修
43,43463元/平米,电台山小区,57.06平米,2室2厅1卫,248万,南北,高层,简装修
44,36641元/平米,香江大花园,131平米,3室2厅2卫,480万,南北,高层,精装修
45,52885元/平米,万寿花园,104平米,3室2厅2卫,550万,南北,高层,简装修
46,51869元/平米,大西洋海景城,192.6平米,4室2厅2卫,999万,东南,中层,简装修
47,37690元/平米,岳阳小区,66.33平米,2室1厅1卫,250万,南北,低层,简装修
48,48360元/平米,莲岳里,82.3平米,3室2厅1卫,398万,南北,高层,简装修
49,64847元/平米,禹洲华侨海景城,138.48平米,4室2厅2卫,898万,西北,中层,精装修
